ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Customer_Tenure,Total_Spending,Age,Total_Purchases,Average_Spending_Per_Purchase
3523,1962,Graduation,Together,75072.0,0,1,2013-01-23,83,583,34,309,0,22,125,2,5,4,8,3,0,0,0,0,0,0,3,11,0,4329,1073,62,19,56.473684210526315
7106,1943,PhD,Married,75865.0,0,0,2014-03-31,73,483,0,591,156,0,12,1,3,5,10,1,0,0,0,0,0,0,3,11,0,3897,1242,81,19,65.36842105263158
6504,1975,2n Cycle,Together,19789.0,1,0,2013-11-20,24,2,5,9,28,6,28,3,2,1,3,5,1,0,0,0,0,0,3,11,0,4028,78,49,9,8.666666666666666
5067,1994,Graduation,Together,80134.0,0,0,2014-02-14,11,966,26,282,52,26,26,1,2,7,11,5,0,1,1,1,1,0,3,11,0,3942,1378,30,21,65.61904761904762
4216,1981,Graduation,Single,91065.0,0,0,2013-02-22,33,822,114,108,179,137,114,1,7,9,9,3,0,0,1,1,0,0,3,11,1,4299,1474,43,26,56.69230769230769
8581,1971,Master,Married,49505.0,1,1,2013-05-03,4,604,0,100,19,0,28,9,10,2,8,8,0,0,0,0,0,0,3,11,0,4229,751,53,29,25.896551724137932
5929,1973,PhD,Married,37401.0,1,0,2014-06-05,14,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,3,11,0,3831,48,51,7,6.857142857142857
3129,1983,Graduation,Married,30096.0,1,0,2014-05-22,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,3,11,0,3845,45,41,6,7.5
6528,1982,Master,Together,18492.0,1,0,2014-05-06,75,2,2,2,2,1,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,3861,10,42,4,2.5
1361,1974,Master,Married,82584.0,0,0,2013-04-06,26,1076,68,103,29,91,68,1,3,4,8,1,0,1,1,0,0,0,3,11,1,4256,1435,50,16,89.6875
6932,1941,PhD,Married,93027.0,0,0,2013-04-13,77,1285,42,716,55,0,21,0,7,10,5,2,0,0,1,0,0,0,3,11,0,4249,2119,83,22,96.31818181818181
7284,1953,Graduation,Married,48686.0,1,2,2013-04-12,8,10,0,7,2,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,4250,20,71,4,5.0
1340,1986,Graduation,Married,92910.0,0,0,2014-04-24,42,551,137,792,179,103,33,1,6,7,13,1,0,1,1,1,0,0,3,11,0,3873,1795,38,27,66.48148148148148
8746,1989,Graduation,Married,75433.0,1,0,2014-05-04,28,800,0,297,0,34,57,2,2,5,10,6,0,1,0,1,0,0,3,11,0,3863,1188,35,19,62.526315789473685
5987,1989,2n Cycle,Together,10404.0,1,0,2014-04-05,52,2,2,11,10,6,12,2,1,0,4,5,0,0,0,0,0,0,3,11,0,3892,43,35,7,6.142857142857143
3767,1968,Graduation,Married,61314.0,0,1,2013-04-25,1,378,0,189,97,172,172,2,5,5,12,3,0,0,0,0,0,0,3,11,0,4237,1008,56,24,42.0
3725,1961,PhD,Single,84865.0,0,0,2013-09-05,1,1248,16,349,43,16,16,1,2,4,9,4,0,1,1,1,1,0,3,11,1,4104,1688,63,16,105.5
4324,1989,Graduation,Married,42387.0,1,0,2012-10-29,42,235,0,235,19,4,191,5,8,1,7,8,0,0,0,0,0,0,3,11,0,4415,684,35,21,32.57142857142857
238,1967,2n Cycle,Together,67309.0,1,1,2013-01-23,76,515,47,181,149,95,95,15,9,6,9,7,0,0,0,0,0,0,3,11,0,4329,1082,57,39,27.743589743589745
6694,1964,Graduation,Married,75236.0,0,1,2013-11-25,27,438,66,400,12,38,114,1,8,3,13,4,0,0,0,0,0,0,3,11,0,4023,1068,60,25,42.72
498,1970,Graduation,Single,30015.0,1,0,2014-02-02,28,25,0,22,2,3,5,2,1,0,4,5,0,0,0,0,0,0,3,11,0,3954,57,54,7,8.142857142857142
9347,1956,Master,Together,50943.0,0,1,2013-06-21,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,3,11,0,4180,46,68,5,9.2
9699,1966,Graduation,Other,67272.0,0,1,2013-12-21,12,357,35,271,28,28,14,3,6,2,12,5,0,0,0,0,0,0,3,11,0,3997,733,58,23,31.869565217391305
10664,1949,Master,Other,51529.0,0,1,2013-07-09,14,400,4,35,6,0,22,2,9,1,5,8,0,0,0,0,0,0,3,11,0,4162,467,75,17,27.470588235294116
5455,1971,PhD,Married,32011.0,1,0,2013-08-22,89,99,0,15,2,1,5,3,2,1,4,7,0,0,0,0,0,0,3,11,0,4118,122,53,10,12.2
456,1986,2n Cycle,Married,7500.0,1,0,2013-07-02,96,1,11,5,4,6,9,2,2,0,3,8,0,0,0,0,0,0,3,11,0,4169,36,38,7,5.142857142857143
5012,1989,Graduation,Married,28691.0,1,0,2013-04-07,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,3,11,0,4255,34,35,5,6.8
7495,1948,PhD,Married,56223.0,0,1,2013-12-20,72,77,28,31,16,0,4,2,2,1,5,4,0,0,0,0,0,0,3,11,0,3998,156,76,10,15.6
5029,1946,Graduation,Married,18100.0,0,0,2013-06-08,14,3,1,2,4,3,1,1,0,0,3,5,0,0,0,0,0,0,3,11,0,4193,14,78,4,3.5
10642,1989,Graduation,Single,30279.0,1,0,2012-12-30,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,3,11,0,4353,37,35,5,7.4
2106,1974,2n Cycle,Married,20130.0,0,0,2014-03-17,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,3,11,0,3911,34,50,5,6.8
10364,1959,Graduation,Other,23295.0,0,0,2013-07-13,72,0,0,1,2,12,5,1,1,0,2,8,0,0,0,0,0,0,3,11,0,4158,20,65,4,5.0
5954,1972,Master,Other,42618.0,1,0,2013-09-10,92,76,14,74,13,5,10,2,5,0,4,8,0,0,0,0,0,0,3,11,0,4099,192,52,11,17.454545454545453
1137,1964,Graduation,Single,81246.0,0,0,2013-12-29,87,398,190,537,61,156,37,1,4,5,7,1,1,0,0,1,0,0,3,11,0,3989,1379,60,17,81.11764705882354
2541,1976,Graduation,Married,24027.0,1,0,2013-09-06,7,14,7,11,11,0,5,2,2,0,3,8,0,0,0,0,0,0,3,11,0,4103,48,48,7,6.857142857142857
1142,1953,PhD,Married,55707.0,0,1,2013-12-22,91,208,7,82,30,66,35,2,3,2,9,3,0,0,0,0,0,0,3,11,0,3996,428,71,16,26.75
2276,1955,Graduation,Single,57959.0,0,1,2013-02-05,71,430,16,322,43,24,33,5,4,7,11,3,0,0,0,0,0,0,3,11,0,4316,868,69,27,32.148148148148145
2807,1969,Graduation,Married,56796.0,0,1,2013-02-16,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,3,11,0,4305,1001,55,27,37.074074074074076
6471,1971,Master,Single,36230.0,1,0,2013-10-17,17,14,2,30,8,2,3,1,2,0,4,5,0,0,0,0,0,0,3,11,0,4062,59,53,7,8.428571428571429
6131,1980,2n Cycle,Married,70829.0,1,1,2013-01-12,87,141,70,106,72,19,23,2,4,2,8,3,0,0,0,0,0,0,3,11,0,4340,431,44,16,26.9375
6233,1976,Graduation,Married,65991.0,0,1,2012-07-09,21,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,3,11,0,4527,971,48,27,35.96296296296296
4148,1972,Graduation,Married,38988.0,1,2,2012-08-20,90,164,24,103,12,3,42,7,5,1,6,8,0,0,0,0,0,0,3,11,0,4485,348,52,19,18.31578947368421
4947,1966,2n Cycle,Single,89572.0,0,0,2012-09-15,44,606,24,974,197,194,64,1,7,7,9,4,0,1,0,1,0,0,3,11,1,4459,2059,58,24,85.79166666666667
3225,1984,Master,Married,42207.0,1,0,2013-01-04,71,116,11,72,3,17,46,4,4,1,5,6,1,0,0,0,0,0,3,11,1,4348,265,40,14,18.928571428571427
7540,1952,Graduation,Married,50300.0,0,1,2014-05-25,52,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,3,11,0,3842,270,72,13,20.76923076923077
10648,1982,2n Cycle,Together,66664.0,0,0,2012-09-25,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,3,11,0,4449,1289,42,19,67.84210526315789
1992,1964,Graduation,Married,60597.0,0,1,2014-01-01,2,522,0,257,32,16,66,4,2,2,8,7,0,0,0,1,0,0,3,11,1,3986,893,60,16,55.8125
7851,1949,Graduation,Other,70165.0,0,0,2013-09-22,60,161,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,0,3,11,0,4087,926,75,22,42.09090909090909
8594,1958,PhD,Other,50520.0,0,1,2014-01-28,25,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,3,11,0,3959,135,66,9,15.0
7059,1963,Graduation,Married,80124.0,0,0,2014-06-26,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,3,11,0,3810,1495,61,19,78.6842105263158
2815,1975,Graduation,Married,33183.0,1,0,2014-02-24,46,7,5,39,17,15,37,2,4,0,3,7,0,0,0,0,0,0,3,11,0,3932,120,49,9,13.333333333333334
2416,1969,PhD,Single,66582.0,0,0,2014-03-03,83,789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0,3,11,0,3925,1288,55,20,64.4
7999,1955,PhD,Together,75261.0,0,0,2013-04-23,17,1239,17,413,23,34,17,1,5,6,5,2,0,1,1,0,0,0,3,11,1,4239,1743,69,17,102.52941176470588
9213,1970,Graduation,Other,31880.0,1,0,2012-10-31,13,4,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0,0,3,11,0,4413,15,54,4,3.75
9697,1951,Graduation,Married,53790.0,0,2,2014-06-03,86,335,42,127,28,5,5,3,7,2,8,6,0,0,0,0,0,0,3,11,0,3833,542,73,20,27.1
3916,1971,PhD,Together,49269.0,1,0,2012-08-15,92,639,8,166,11,8,58,3,7,3,12,7,0,0,0,0,0,0,3,11,0,4490,890,53,25,35.6
2021,1975,Graduation,Married,61456.0,0,1,2013-03-27,47,563,76,384,84,192,89,4,6,10,13,4,0,0,0,0,0,0,3,11,0,4266,1388,49,33,42.06060606060606
1581,1980,Graduation,Married,37406.0,1,0,2013-10-10,18,2,0,8,2,2,3,1,1,0,2,8,0,0,0,0,0,0,3,11,1,4069,17,44,4,4.25
564,1981,PhD,Together,56937.0,1,0,2012-04-08,81,746,8,125,11,8,8,7,8,6,9,6,0,1,0,0,0,0,3,11,1,4619,906,43,30,30.2
6619,1978,Graduation,Married,38415.0,1,1,2013-02-01,91,22,1,13,4,0,4,2,1,0,3,7,0,0,0,0,0,0,3,11,0,4320,44,46,6,7.333333333333333
9081,1988,Graduation,Single,20518.0,1,0,2014-05-18,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,3,11,0,3849,25,36,5,5.0
178,1956,Graduation,Married,62503.0,0,1,2013-02-18,40,478,0,193,110,75,117,4,8,3,11,5,0,0,0,0,0,0,3,11,0,4303,973,68,26,37.42307692307692
916,1972,PhD,Single,41644.0,1,1,2014-09-05,67,20,3,4,2,0,2,2,1,0,3,3,0,0,0,0,0,0,3,11,0,3739,31,52,6,5.166666666666667
5512,1977,Master,Married,55842.0,0,1,2014-05-23,19,451,0,39,0,4,24,1,7,1,8,5,0,0,0,0,0,0,3,11,0,3844,518,47,17,30.470588235294116
8970,1972,PhD,Married,62010.0,0,1,2012-10-23,93,371,22,39,6,0,92,4,6,2,7,5,0,0,0,0,0,0,3,11,0,4421,530,52,19,27.894736842105264
10581,1977,Graduation,Married,41124.0,1,0,2012-10-31,41,281,7,84,15,0,119,7,7,3,4,8,0,0,0,0,0,0,3,11,0,4413,506,47,21,24.095238095238095
5300,1973,Master,Married,38961.0,1,0,2013-12-30,60,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,3,11,0,3988,70,51,6,11.666666666666666
5154,1972,Master,Other,37760.0,1,0,2013-11-08,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,3,11,0,4040,54,52,6,9.0
8346,1974,Graduation,Single,32233.0,1,0,2012-08-19,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,0,3,11,1,4486,296,50,12,24.666666666666668
1676,1975,Graduation,Married,43057.0,0,1,2013-10-30,30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,3,11,0,4049,266,49,15,17.733333333333334
9286,1960,Master,Together,83151.0,0,0,2012-10-10,93,407,28,100,120,74,18,1,5,9,4,3,0,0,0,0,0,0,3,11,0,4434,747,64,19,39.31578947368421
2426,1964,PhD,Other,78825.0,0,0,2012-09-14,35,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,0,3,11,1,4460,895,60,29,30.862068965517242
5172,1976,Master,Together,65104.0,0,1,2013-11-14,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,3,11,0,4034,1053,48,17,61.94117647058823
5562,1974,Graduation,Married,60093.0,0,1,2013-06-26,92,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,3,11,0,4175,735,50,21,35.0
3436,1969,Graduation,Married,14045.0,1,0,2014-01-26,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,3961,20,55,5,4.0
3921,1952,2n Cycle,Other,28457.0,0,0,2012-10-28,96,24,1,108,29,29,14,1,4,1,4,8,0,0,0,0,0,0,3,11,0,4416,205,72,10,20.5
3403,1958,PhD,Together,78952.0,0,1,2012-09-24,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,3,11,0,4450,2092,66,21,99.61904761904762
22,1976,Graduation,Other,46310.0,1,0,2012-03-12,99,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,3,11,0,4646,309,48,14,22.071428571428573
10965,1955,Graduation,Together,76005.0,0,0,2013-02-22,72,983,20,389,240,50,40,1,3,5,13,6,0,0,0,1,0,0,3,11,0,4299,1722,69,22,78.27272727272727
9426,1964,Master,Single,58308.0,0,1,2013-12-01,77,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,3,11,0,4017,900,60,15,60.0
6605,1944,PhD,Other,55614.0,0,0,2013-11-27,85,504,13,131,8,0,26,1,9,4,6,7,0,1,0,0,0,0,3,11,0,4021,682,80,20,34.1
3136,1962,Master,Other,59432.0,0,1,2013-04-13,88,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,3,11,0,4249,663,62,22,30.136363636363637
8737,1978,Graduation,Other,55563.0,0,1,2014-05-04,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,3,11,0,3863,43,46,6,7.166666666666667
11088,1971,PhD,Together,78642.0,0,1,2013-04-21,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,3,11,0,4241,1816,53,18,100.88888888888889
716,1949,PhD,Together,67911.0,0,1,2014-05-22,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,3,11,0,3845,976,75,27,36.148148148148145
466,1944,Graduation,Married,65275.0,0,0,2013-03-04,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,3,11,0,4289,746,80,21,35.523809523809526
9135,1950,Graduation,Together,27203.0,1,1,2012-06-08,92,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,3,11,0,4558,64,74,6,10.666666666666666
10623,1961,Master,Together,48330.0,0,1,2013-11-15,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,3,11,0,4033,32,63,5,6.4
8151,1990,Basic,Married,24279.0,0,0,2012-12-29,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,3,11,0,4354,263,34,9,29.22222222222222
5140,1985,PhD,Married,64355.0,1,0,2012-08-24,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,3,11,0,4481,1445,39,21,68.80952380952381
10160,1956,Master,Together,50943.0,0,1,2013-06-21,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,3,11,0,4180,46,68,5,9.2
4945,1953,Graduation,Other,53653.0,0,0,2012-07-11,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,3,11,0,4525,1210,71,28,43.214285714285715
10584,1976,Graduation,Married,65665.0,0,1,2013-02-12,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,3,11,0,4309,945,48,24,39.375
6071,1989,Graduation,Single,81217.0,0,0,2013-07-19,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,3,11,0,4152,1157,35,22,52.59090909090909
3386,1992,Graduation,Married,34935.0,0,0,2013-06-21,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,3,11,0,4180,137,32,8,17.125
8939,1959,Graduation,Other,61250.0,0,1,2012-12-16,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,3,11,0,4367,730,65,25,29.2
9925,1981,PhD,Together,39665.0,1,0,2013-05-25,97,127,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,3,11,0,4207,216,43,12,18.0
4320,1979,Graduation,Single,60152.0,0,1,2013-03-28,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,3,11,0,4265,943,45,23,41.0
5389,1964,Graduation,Married,48920.0,0,2,2013-10-20,93,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,3,11,0,4059,347,60,16,21.6875
6036,1959,Master,Together,89120.0,0,0,2014-03-17,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,3,11,0,3911,1924,65,19,101.26315789473684
182,1946,PhD,Together,44124.0,0,1,2013-11-05,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,3,11,0,4043,397,78,17,23.352941176470587
203,1975,Master,Single,81169.0,0,0,2013-04-14,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,3,11,0,4248,2089,49,22,94.95454545454545
11025,1961,Graduation,Married,36443.0,1,1,2013-03-02,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,3,11,0,4291,138,63,11,12.545454545454545
10203,1990,Graduation,Single,26095.0,1,0,2013-06-30,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,3,11,0,4171,42,34,5,8.4
4607,1959,Graduation,Together,71367.0,0,0,2013-08-23,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,3,11,0,4117,777,65,17,45.705882352941174
3711,1944,Master,Married,80184.0,0,0,2014-01-03,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,3,11,0,3984,1902,80,20,95.1
3696,1965,Graduation,Other,30630.0,1,1,2014-01-27,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,3,11,0,3960,52,59,7,7.428571428571429
2532,1987,Master,Single,73454.0,0,0,2014-01-03,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,3,11,0,3984,1651,37,13,127.0
9214,1991,Graduation,Married,42691.0,0,0,2013-08-16,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,3,11,0,4124,358,33,13,27.53846153846154
4943,1953,Graduation,Married,70503.0,0,0,2012-09-30,73,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,3,11,0,4444,1727,71,16,107.9375
35,1987,Graduation,Married,25545.0,1,0,2012-08-09,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,3,11,1,4496,210,37,10,21.0
2258,1986,Graduation,Married,32880.0,1,0,2012-04-12,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,4615,42,38,5,8.4
4322,1958,PhD,Together,77863.0,0,0,2013-11-27,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,3,11,0,4021,1291,66,20,64.55
713,1977,Master,Married,50353.0,0,0,2014-08-06,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,3,11,0,3769,442,47,15,29.466666666666665
4702,1964,Graduation,Single,61839.0,0,0,2012-12-08,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,3,11,0,4375,1895,60,17,111.47058823529412
3281,1960,PhD,Married,49154.0,1,1,2013-03-11,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,3,11,0,4282,411,64,19,21.63157894736842
702,1975,2n Cycle,Other,47682.0,0,1,2013-02-15,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,3,11,0,4306,521,49,19,27.42105263157895
2004,1969,Graduation,Single,72679.0,0,1,2013-09-18,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,3,11,0,4091,1168,55,17,68.70588235294117
4769,1977,Master,Together,57954.0,1,1,2014-06-18,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,3,11,0,3818,493,47,23,21.434782608695652
4437,1962,Graduation,Married,65316.0,1,1,2013-04-24,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,3,11,0,4238,260,62,12,21.666666666666668
8724,1982,Graduation,Single,28567.0,1,0,2013-06-17,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,4184,46,42,7,6.571428571428571
10741,1951,Master,Together,47352.0,0,1,2013-11-04,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,3,11,0,4044,319,73,16,19.9375
1991,1967,Graduation,Together,44931.0,0,1,2014-01-18,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,3,11,0,3969,96,57,7,13.714285714285714
6931,1967,Graduation,Other,76982.0,0,0,2014-02-15,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,3,11,1,3941,1062,57,16,66.375
11096,1952,2n Cycle,Together,57247.0,0,1,2013-08-08,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,3,11,0,4132,232,72,12,19.333333333333332
304,1981,Master,Single,22944.0,1,0,2013-12-23,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,3,11,0,3995,76,43,9,8.444444444444445
3665,1977,2n Cycle,Together,25315.0,1,0,2013-07-11,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,3,11,0,4160,54,47,9,6.0
10591,1969,Graduation,Other,43638.0,0,1,2012-06-08,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,3,11,0,4558,201,55,11,18.272727272727273
5036,1984,PhD,Single,42710.0,1,0,2012-11-28,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,3,11,0,4385,406,40,14,29.0
5547,1982,PhD,Married,84169.0,0,0,2013-07-08,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,3,11,1,4163,1919,42,20,95.95
7822,1976,Graduation,Together,54058.0,0,1,2013-04-06,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,3,11,0,4256,662,48,20,33.1
8541,1990,2n Cycle,Married,24683.0,1,0,2014-08-03,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,3,11,0,3772,41,34,8,5.125
10955,1964,Graduation,Other,85620.0,0,0,2014-07-01,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,3,11,1,3805,1600,60,14,114.28571428571429
4368,1980,Graduation,Married,47850.0,1,0,2013-03-12,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,3,11,0,4281,134,44,8,16.75
9671,1968,Graduation,Married,19514.0,1,1,2014-01-26,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,3,11,1,3961,69,56,10,6.9
2256,1973,Master,Married,27159.0,1,1,2014-03-29,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,3,11,0,3899,21,51,6,3.5
4279,1963,2n Cycle,Single,39548.0,1,1,2014-03-31,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,3,11,0,3897,54,61,7,7.714285714285714
5371,1989,Graduation,Single,21474.0,1,0,2014-08-04,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,3,11,1,3771,91,35,8,11.375
9240,1971,PhD,Single,60504.0,0,1,2014-07-02,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,3,11,0,3804,526,53,18,29.22222222222222
9460,1963,Graduation,Married,22419.0,0,0,2013-04-18,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,3,11,0,4244,162,61,8,20.25
9504,1949,Master,Married,81698.0,0,0,2013-06-11,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,3,11,1,4190,1008,75,25,40.32
8692,1952,Graduation,Together,43462.0,1,1,2012-12-09,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,3,11,0,4374,240,72,16,15.0
448,1978,PhD,Single,54880.0,1,0,2013-01-03,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,3,11,0,4349,795,46,21,37.857142857142854
8314,1982,Graduation,Married,79908.0,0,0,2013-05-04,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,3,11,0,4228,1772,42,19,93.26315789473684
8420,1970,2n Cycle,Married,15315.0,0,0,2013-03-08,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,3,11,0,4285,64,54,8,8.0
3174,1959,Graduation,Together,87771.0,0,1,2013-05-22,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,3,11,1,4210,1957,65,20,97.85
7685,1978,Graduation,Married,33039.0,1,0,2013-09-09,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,3,11,0,4100,78,46,7,11.142857142857142
3179,1980,Graduation,Single,81741.0,0,0,2013-06-16,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,3,11,0,4185,1572,44,19,82.73684210526316
9780,1971,Master,Together,71499.0,0,1,2013-06-25,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,3,11,0,4176,795,53,26,30.576923076923077
10681,1970,2n Cycle,Married,62466.0,0,1,2014-01-15,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,3,11,0,3972,889,54,26,34.19230769230769
10232,1963,PhD,Other,48799.0,0,1,2013-05-11,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,3,11,0,4221,331,61,15,22.066666666666666
4184,1950,PhD,Together,52157.0,0,1,2014-07-06,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,3,11,0,3800,265,74,12,22.083333333333332
9120,1962,Graduation,Single,66565.0,0,1,2012-05-12,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,3,11,0,4585,1065,62,19,56.05263157894737
891,1951,Master,Together,29298.0,1,1,2013-07-09,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,3,11,0,4162,11,73,4,2.75
10381,1979,Graduation,Single,47691.0,0,1,2013-05-07,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,4225,21,45,4,5.25
3525,1970,Graduation,Together,38200.0,1,1,2012-07-12,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,4524,17,54,4,4.25
6818,1974,Graduation,Married,44989.0,0,1,2012-12-09,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,3,11,0,4374,369,50,16,23.0625
